adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001739104-24-000039	1739104	ELANCO ANIMAL HEALTH INC	2834	US	IN	GREENFIELD	46140	2500 INNOVATION WAY		877-352-6261	US	IN	GREENFIELD	46140	2500 INNOVATION WAY				825497352			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 09:08:00.0	0	1	elan-20240930_htm.xml	1	
0001839882-24-042431	1445942	TEXAS MINERAL RESOURCES CORP.	1040	US	TX	SIERRA BLANCA	79851	539 EL PASO STREET		(915) 369-2133	US	TX	SIERRA BLANCA	79851	539 EL PASO STREET		US	DE	870294969	TEXAS RARE EARTH RESOURCES CORP.	20110128	4-NON	0	0831	10-K	20240831	2024	FY	20241129	2024-11-29 16:10:00.0	0	1	tmrc-10k_083124_htm.xml	1	
0001140361-24-046816	1786835	STAR MOUNTAIN LOWER MIDDLE-MARKET CAPITAL CORP		US	NY	NEW YORK	10017	140 EAST 45TH STREET, 37TH FLOOR		646.787.0203	US	NY	NEW YORK	10017	140 EAST 45TH STREET, 37TH FLOOR		US	DE	842783833	STAR MOUNTAIN CREDIT OPPORTUNITIES FUND, LP	20190829	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 14:02:00.0	0	1	ef20034541_10q_htm.xml	1	
0001558370-24-015745	2024899	MONROE FEDERAL BANCORP, INC.	6035	US	OH	TIPP CITY	45371	24 E. MAIN STREET		(937) 667-8461	US	OH	TIPP CITY	45371	24 E. MAIN STREET		US	MD	000000000			4-NON	0	0331	10-Q	20240930	2025	Q2	20241114	2024-11-14 16:56:00.0	0	1	tmb-20240930x10q_htm.xml	1	
0001628280-24-044316	775215	HBT FINANCIAL, INC.	6022	US	IL	BLOOMINGTON	61702	401 N. HERSHEY ROAD		(309) 662-4444	US	IL	BLOOMINGTON	61702	401 N. HERSHEY ROAD		US	DE	371117216	HEARTLAND BANCORP, INC.	20190624	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:09:00.0	0	1	hbt-20240930_htm.xml	1	
0000950170-24-125541	1006045	IRIDEX CORP	3845	US	CA	MOUNTAIN VIEW	94043	1212 TERRA BELLA AVE		6509404700	US	CA	MOUNTAIN VIEW	94043	1212 TERRA BELLA AVENUE		US	DE	770210467			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:35:00.0	0	1	irix-20240928_htm.xml	1	
0000950170-24-126981	1982701	AB PRIVATE LENDING FUND		US	TX	AUSTIN	78701	405 COLORADO STREET	SUITE 1500	512-721-2900	US	TX	AUSTIN	78701	405 COLORADO STREET	SUITE 1500	US	DE	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 15:29:00.0	0	1	ck0001982701-20240930_htm.xml	1	
0001477932-24-007609	1912540	SOUND CAVE TECHNOLOGY INC.	2390	CA	ON	TORONTO	M9V 4T2	43 CATHY JEAN CRESCENT		417-322-6228	CA	ON	TORONTO	M9V 4T2	43 CATHY JEAN CRESCENT		US	WY	000000000			4-NON	0	1231	10-Q	20240331	2024	Q1	20241125	2024-11-25 14:00:00.0	0	1	scti_10q_htm.xml	1	
0000064803-24-000034	64803	CVS HEALTH CORP	5912	US	RI	WOONSOCKET	02895	ONE CVS DR.		4017651500	US	RI	WOONSOCKET	02895	ONE CVS DR.		US	DE	050494040	CVS CAREMARK CORP	20070509	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 06:36:00.0	0	1	cvs-20240930_htm.xml	1	
0001601485-24-000075	1601485	ELICIO THERAPEUTICS, INC.	2834	US	MA	BOSTON	02210	451 D STREET, 5TH FLOOR		(857) 209-0050	US	MA	BOSTON	02210	451 D STREET, 5TH FLOOR		US	DE	113430072	ANGION BIOMEDICA CORP.	20140228	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 16:12:00.0	0	1	angn-20240930_htm.xml	1	
0001213900-24-098441	1807166	AMESITE INC.	7372	US	MI	ANN ARBOR	48104	205 EAST WASHINGTON STREET	SUITE B	(650) 516-7633	US	MI	ANN ARBOR	48104	205 EAST WASHINGTON STREET	SUITE B	US	DE	823431717	AMESITE OPERATING CO	20200318	4-NON	0	0630	10-Q	20240930	2025	Q1	20241114	2024-11-14 16:15:00.0	0	1	ea0219510-10q_amesite_htm.xml	1	
0001552275-24-000069	1552275	SUNOCO LP	2911	US	TX	DALLAS	75225	8111 WESTCHESTER DR., SUITE 400		(832) 234-3600	US	TX	DALLAS	75225	8111 WESTCHESTER DR., SUITE 400		US	DE	300740483	SUSSER PETROLEUM PARTNERS LP	20120614	1-LAF	0	1231	8-K	20231231			20241024	2024-10-24 16:30:00.0	0	1	sun-20241024_d2_htm.xml	1	
0001477932-24-007198	1481504	XERIANT, INC.	3721	US	FL	BOCA RATON	33431	INNOVATION CENTRE #1, 3998 FAU BLVD.	SUITE 309	561-491-9595	US	FL	BOCA RATON	33431	INNOVATION CENTRE #1, 3998 FAU BLVD.	SUITE 309			271519178	BANJO & MATILDA, INC.	20131112	4-NON	0	0630	10-Q	20240930	2025	Q1	20241114	2024-11-14 15:36:00.0	0	1	xeri_10q_htm.xml	1	
0001062993-24-019173	1339688	LION COPPER & GOLD CORP.	1000	CA	BC	VANCOUVER	V6C 2T8	C/O #1200-750 WEST PENDER STREET		778-898-0057	CA	BC	VANCOUVER	V6C 2T8	C/O #1200-750 WEST PENDER STREET		CA	BC	000000000	QUATERRA RESOURCES INC	20050923	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 17:21:00.0	0	1	form10q_htm.xml	1	
0001371285-24-000282	1371285	TRUPANION, INC.	6324	US	WA	SEATTLE	98108	6100 4TH AVENUE SOUTH	SUITE 400	888-733-2685	US	WA	SEATTLE	98108	6100 4TH AVENUE SOUTH	SUITE 400	US	DE	000000000	TRUPANION INC.	20131114	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 16:03:00.0	0	1	trup-20240930_htm.xml	1	
0001104485-24-000214	1104485	NORTHERN OIL & GAS, INC.	1311	US	MN	MINNETONKA	55343	4350 BAKER ROAD	SUITE 400	952-476-9800	US	MN	MINNETONKA	55343	4350 BAKER ROAD	SUITE 400			953848122	KENTEX PETROLEUM INC	20000128	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:32:00.0	0	1	nog-20240930_htm.xml	1	
0000103595-24-000019	103595	VILLAGE SUPER MARKET INC	5411	US	NJ	SPRINGFIELD	07081	733 MOUNTAIN AVE		2014672200	US	NJ	SPRINGFIELD	07081	733 MOUNTAIN AVE		US	NJ	221576170			2-ACC	0	0731	10-K	20240731	2024	FY	20241010	2024-10-09 18:11:00.0	0	1	vlgea-20240727_htm.xml	1	
0000950170-24-126407	1382101	SUTRO BIOPHARMA, INC.	2836	US	CA	SOUTH SAN FRANCISCO	94080	111 OYSTER POINT BLVD.		650-392-8412	US	CA	SOUTH SAN FRANCISCO	94080	111 OYSTER POINT BLVD.				452441988	SUTRO BIOPHARMA INC	20061127	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 16:34:00.0	0	1	stro-20240930_htm.xml	1	
0001333493-24-000173	1333493	EHEALTH, INC.	6411	US	TX	AUSTIN	78717	13620 RANCH ROAD 620 N, SUITE A250		737-248-2340	US	TX	AUSTIN	78717	13620 RANCH ROAD 620 N, SUITE A250		US	DE	770470789			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:26:00.0	0	1	ehth-20240930_htm.xml	1	
0001493152-24-045401	1934245	SACKS PARENTE GOLF, INC.	3949	US	CA	CAMARILLO	93012	551 CALLE SAN PABLO		833-776-6659	US	CA	CAMARILLO	93012	551 CALLE SAN PABLO		US	DE	824938288			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 09:01:00.0	0	1	form10-q_htm.xml	1	
0001558370-24-013949	927003	ADVANCED ENERGY INDUSTRIES INC	3679	US	CO	DENVER	80202	ATTN:  PAUL OLDHAM	1595 WYNKOOP ST, SUITE 800	9704076626	US	CO	DENVER	80202	ATTN:  PAUL OLDHAM	1595 WYNKOOP ST, SUITE 800	US	DE	840846841			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:16:00.0	0	1	aeis-20240930x10q_htm.xml	1	
0000860413-24-000130	860413	FIRST INTERSTATE BANCSYSTEM INC	6022	US	MT	BILLINGS	59101	401 NO 31ST STREET		4062555311	US	MT	BILLINGS	59101	401 NO 31ST STREET		US	DE	810331430	FIRST INTERSTATE BANCSYSTEM OF MONTANA INC	19930615	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-04 16:43:00.0	0	1	fibk-20240930_htm.xml	1	
0001213900-24-091443	1954594	HAOXI HEALTH TECHNOLOGY LTD	7311	CN		BEIJING	100101	801/802, TOWER C, BUILDING 103	HUIZHONGLI, CHAOYANG DISTRICT	86-10-13311587976	CN		BEIJING	100101	801/802, TOWER C, BUILDING 103	HUIZHONGLI, CHAOYANG DISTRICT	KY		000000000			4-NON	0	0630	20-F	20240630	2024	FY	20241029	2024-10-29 09:14:00.0	0	1	ea0218492-20f_haoxi_htm.xml	1	
0001376139-24-000053	1376139	CVR ENERGY INC	2911	US	TX	SUGAR LAND	77479	2277 PLAZA DRIVE	SUITE 500	(281) 207-3200	US	TX	SUGAR LAND	77479	2277 PLAZA DRIVE	SUITE 500	US	DE	000000000			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-29 16:29:00.0	0	1	cvi-20240930_htm.xml	1	
0000909832-24-000079	909832	COSTCO WHOLESALE CORP /NEW	5331	US	WA	ISSAQUAH	98027-	999 LAKE DRIVE		4253138100	US	WA	ISSAQUAH	98027	999 LAKE DRIVE		US	WA	911223280	COSTCO COMPANIES INC	19970401	1-LAF	0	0831	10-Q	20241130	2025	Q1	20241219	2024-12-18 18:10:00.0	0	1	cost-20241124_htm.xml	1	
0001907982-24-000161	1907982	D-WAVE QUANTUM INC.	7374	US	CA	PALO ALTO	94303	2650 EAST BAYSHORE ROAD		(604) 630-1428	CA	BC	BURNABY	V5G4M9	3033 BETA AVENUE		US	DE	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 16:30:00.0	0	1	qbts-20240930_htm.xml	1	
0000041719-24-000036	41719	GLATFELTER CORP	2621	US	NC	CHARLOTTE	28209	4350 CONGRESS STREET	SUITE 600	866-744-7380	US	NC	CHARLOTTE	28209	4350 CONGRESS STREET	SUITE 600	US	PA	230628360	GLATFELTER P H CO	19920703	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:10:00.0	0	1	glt-20240930_htm.xml	1	
0001558370-24-013601	1129155	MARINE PRODUCTS CORP	3730	US	GA	ATLANTA	30329	2801 BUFORD HIGHWAY NE, SUITE 300		404-321-2140	US	GA	ATLANTA	30329	2801 BUFORD HIGHWAY NE, SUITE 300		US	DE	582572419			2-ACC	0	1231	10-Q	20240930	2024	Q3	20241024	2024-10-24 13:58:00.0	0	1	mpx-20240930x10q_htm.xml	1	
0001028918-24-000123	1028918	PACIFIC PREMIER BANCORP INC	6022	US	CA	IRVINE	92614	17901 VON KARMAN AVE	SUITE 1200	949-864-8000	US	CA	IRVINE	92614	17901 VON KARMAN AVE	SUITE 1200	US	DE	330743196			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-29 16:02:00.0	0	1	ppbi-20240930_htm.xml	1	
0001654954-24-014367	718413	COMMUNITY BANCORP /VT	6021	US	VT	DERBY	05829	4811 US ROUTE 5		802-334-7915	US	VT	NEWPORT	05855	4811 US ROUTE 5		US	VT	030284070			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 10:23:00.0	0	1	cmtv_10q_htm.xml	1	
0000950170-24-125613	1469443	ARCADIA BIOSCIENCES, INC.	0100	US		DAVIS	95618	202 COUSTEAU PLACE	SUITE 105	530-756-7077	US	CA	DAVIS	95618	202 COUSTEAU PLACE	SUITE 105	US	DE	810571538			4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 17:00:00.0	0	1	rkda-20240930_htm.xml	1	
0001434621-24-000026	1434621	LENDINGTREE, INC.	6163	US	NC	CHARLOTTE	28203	1415 VANTAGE PARK DRIVE, SUITE 700		704-541-5351	US	NC	CHARLOTTE	28203	1415 VANTAGE PARK DRIVE, SUITE 700		US	DE	262414818	TREE.COM, INC.	20080507	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-01 20:46:00.0	0	1	tree-20240930_htm.xml	1	
0001794669-24-000033	1794669	SHIFT4 PAYMENTS, INC.	7389	US	PA	CENTER VALLEY	18034	3501 CORPORATE PARKWAY		888.276.2108 X1220	US	PA	CENTER VALLEY	18034	3501 CORPORATE PARKWAY				843676340			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:29:00.0	0	1	four-20240930_htm.xml	1	
0001086222-24-000216	1086222	AKAMAI TECHNOLOGIES INC	7389	US	MA	CAMBRIDGE	02142	145 BROADWAY		6174443000	US	MA	CAMBRIDGE	02142	145 BROADWAY		US	DE	043432319			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 16:34:00.0	0	1	akam-20240930_htm.xml	1	
0001683168-24-008004	1586495	LEET TECHNOLOGY INC.	7372	MY		SELANGOR	46000	805, 8TH FLOOR, MENARA MUTIARA MAJESTIC	JALAN OTHMAN, PETALING JAYA	603 7783 1636	MY		SELANGOR	46000	805, 8TH FLOOR, MENARA MUTIARA MAJESTIC	JALAN OTHMAN, PETALING JAYA	US	DE	463590850	LEET INC.	20220908	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 07:50:00.0	0	1	leet_i10q-93024_htm.xml	1	
0001213900-24-114085	1655923	ALPHA COGNITION INC.	2836	CA	BC	VANCOUVER	V6C 2T8	1200-750 W PENDER ST		(858) 344-4375	US	TX	FRISCO	75036	20073 FIDDLERS GREEN		CA	BC	000000000	NEURODYN COGNITION INC.	20151016	4-NON	0	1231	POS AM	20240930			20241231	2024-12-31 17:04:00.0	0	1	ea0201255-12_htm.xml	1	
0001410578-24-001797	1895316	BRIGHTWOOD CAPITAL CORP I		US	NY	NEW YORK	10019	810 SEVENTH AVENUE, 26TH FLOOR		646-957-9525	US	NY	NEW YORK	10019	810 SEVENTH AVENUE, 26TH FLOOR		US	MD	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 16:37:00.0	0	1	tmb-20240930x10q_htm.xml	1	
0001499832-24-000130	1499832	TOWNSQUARE MEDIA, INC.	4832	US	NY	PURCHASE	10577	1 MANHATTANVILLE ROAD, SUITE 202		203-861-0900	US	NY	PURCHASE	10577	1 MANHATTANVILLE ROAD, SUITE 202		US	DE	271996555	TOWNSQUARE MEDIA, LLC	20100824	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241107	2024-11-07 06:06:00.0	0	1	tsq-20240930_htm.xml	1	
0001193125-24-277793	1163653	NOMURA HOLDINGS INC	6211	JP		TOKYO	103-8645	1-13-1 NIHONBASHI	CHUO-KU	81-3-5255-1000	JP		TOKYO	103-8645	1-13-1 NIHONBASHI	CHUO-KU	JP		000000000			1-LAF	0	0331	6-K	20240930	2025	Q2	20241213	2024-12-13 06:12:00.0	0	1	d871250d6k_htm.xml	1	
0001213900-24-097478	1865602	CANTOR EQUITY PARTNERS, INC.	6770	US	NY	NEW YORK	10022	110 EAST 59TH STREET		212-610-2307	US	NY	NEW YORK	10022	110 EAST 59TH STREET		KY		981576482	CF ACQUISITION CORP. A	20230627	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 16:15:00.0	0	1	ea0219996-10q_cantor_htm.xml	1	
0000093751-24-000909	93751	STATE STREET CORP	6022	US	MA	BOSTON	02114	1 CONGRESS STREET	SUITE 1	617 786-3000	US	MA	BOSTON	02114	1 CONGRESS STREET	SUITE 1	US	MA	042456637	STATE STREET CORP	20090218	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 08:02:00.0	0	1	stt-20240930_htm.xml	1	
0001654954-24-014300	1716621	CATHETER PRECISION, INC.	3841	US	SC	FORT MILL	29708	1670 HIGHWAY 160 WEST	SUITE 205	973-691-2000	US	SC	FORT MILL	29708	1670 HIGHWAY 160 WEST	SUITE 205	US	DE	383661826	RA MEDICAL SYSTEMS, INC.	20170908	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-13 20:45:00.0	0	1	vtak_10q_htm.xml	1	
0001493152-24-040744	1900402	EVERGREEN CORP	6770	US	FL	MIAMI	33130	78 SW 7TH STREET	SUITE 500	(786) 406-6082	US	FL	MIAMI	33130	78 SW 7TH STREET	SUITE 500			000000000			4-NON	0	1130	10-Q	20240831	2024	Q3	20241010	2024-10-10 16:25:00.0	0	1	form10-q_htm.xml	1	
0001410578-24-001932	1633858	AUDAX CREDIT BDC INC.		US	MA	BOSTON	02199	101 HUNTINGTON AVENUE		(617) 859-1513	US	MA	BOSTON	02199	101 HUNTINGTON AVENUE		US	DE	473039124	AUDAX CREDIT BDC, INC.	20150415	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 15:56:00.0	0	1	tmb-20240930x10q_htm.xml	1	
0001493152-24-043163	1973368	SRIVARU HOLDING LTD	3711	KY		GRAND CAYMAN	KY1-1006	WEST BAY ROAD	P.O. BOX 10655	(888) 227-8066	KY		GRAND CAYMAN	KY1-1006	WEST BAY ROAD	P.O. BOX 10655	KY		000000000			4-NON	0	0331	424B3	20240331			20241031	2024-10-31 13:23:00.0	0	1	form424b3_htm.xml	1	
0000950170-24-119586	1333274	MERCER INTERNATIONAL INC.	2611	CA	BC	VANCOUVER	V6C 1G8	700 WEST PENDER STREET	SUITE 1120	206-674-4639	US	WA	SEATTLE	98168	14900 INTERURBAN AVENUE SOUTH		US	WA	470956945	MERCER INTERNATIONAL REGCO INC.	20050715	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-31 16:34:00.0	0	1	merc-20240930_htm.xml	1	
0000950170-24-126927	2000597	APOLLO ASSET BACKED CREDIT CO LLC	6199	US	NY	NEW YORK	10019	9 WEST 57TH STREET	42ND FLOOR	212-515-3200	US	NY	NEW YORK	10019	9 WEST 57TH STREET	42ND FLOOR	US	DE	933760466			4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 14:33:00.0	0	1	ck0002000597-20240930_htm.xml	1	
0000093556-24-000181	93556	STANLEY BLACK & DECKER, INC.	3420	US	CT	NEW BRITAIN	06053	1000 STANLEY DR	P O BOX 7000	8602255111	US	CT	NEW BRITAIN	06053	1000 STANLEY DR		US	CT	060548860	STANLEY WORKS	19920703	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241029	2024-10-29 15:11:00.0	0	1	swk-20240928_htm.xml	1	
0001214659-24-019065	1417664	VALUE EXCHANGE INTERNATIONAL, INC.	7380	HK		KOWLOON	999077	10/F, FTLIFE TOWER	18 SHEUNG YUET ROAD KOWLOON BAY	852 2950 4288	HK		KOWLOON	999077	10/F, FTLIFE TOWER	18 SHEUNG YUET ROAD KOWLOON BAY	US	NV	263767331	SINO PAYMENTS, INC.	20090804	4-NON	0	1231	10-Q	20240930	2024	Q3	20241114	2024-11-14 12:48:00.0	0	1	veii11724210q_htm.xml	1	
0001425287-24-000131	1425287	WORKHORSE GROUP INC.	3711	US	OH	LOVELAND	45140	100 COMMERCE DRIVE		513-360-4704	US	OH	LOVELAND	45140	100 COMMERCE DRIVE		US	NV	261394771	AMP HOLDING INC.	20100525	4-NON	0	1231	10-Q	20240930	2024	Q3	20241119	2024-11-19 17:16:00.0	0	1	wkhs-20240930_htm.xml	1	
0000007084-24-000054	7084	ARCHER-DANIELS-MIDLAND CO	2070	US	IL	CHICAGO	60601	77 W. WACKER DR.		312-634-8233	US	IL	CHICAGO	60601	77 W. WACKER DR.		US	DE	410129150	ARCHER DANIELS MIDLAND CO	19920703	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241118	2024-11-18 16:05:00.0	0	1	adm-20240930_htm.xml	1	
0000950170-24-125567	1527599	SYNLOGIC, INC.	2834	US	MA	WINCHESTER	01890	PO BOX 30		617-659-2802	US	MA	WINCHESTER	01890	PO BOX 30		US	DE	261824804	MIRNA THERAPEUTICS, INC.	20110809	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:39:00.0	0	1	sybx-20240930_htm.xml	1	
0001477932-24-007361	1603345	AGENTIX CORP.	2836	US	CA	DANA POINT	92629	32932 PACIFIC COAST HIGHWAY	#14-254	321-229-2014	US	CA	DANA POINT	92629	32932 PACIFIC COAST HIGHWAY	#14-254	US	NV	462876282	FAIRWIND ENERGY INC.	20140321	4-NON	0	0331	10-Q	20240930	2025	Q2	20241118	2024-11-18 16:40:00.0	0	1	agtx_10q_htm.xml	1	
0000097134-24-000037	97134	TENNANT CO	3580	US	MN	EDEN PRAIRIE	55344	104000 CLEAN STREET		7635401200	US	MN	EDEN PRAIRIE	55344	104000 CLEAN STREET		US	MN	410572550	TENNANT G H CO	19700515	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241101	2024-11-01 14:30:00.0	0	1	tnc-20240930_htm.xml	1	
0001214659-24-018309	1385662	RIDGEWOOD ENERGY V FUND LLC	1382	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		201-447-9000	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		US	DE	205941122			4-NON	0	1231	10-Q	20240930	2024	Q3	20241104	2024-11-04 11:29:00.0	0	1	v101124010q_htm.xml	1	
0001548123-24-000126	1103090	REFLECT SCIENTIFIC, INC.	3821	US	UT	OREM	84058	1270 S 1380 W		801-226-4100	US	UT	OREM	84058	1270 S 1380 W		US	UT	870642556	REFLECT SCIENTIFIC INC	20040315	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 15:46:00.0	0	1	rscf-20240930_htm.xml	1	
0001688757-24-000100	1688757	ESTABLISHMENT LABS HOLDINGS INC.	3842	CR		ALAJUELA	20101	BUILDING B15 AND 25 COYOL FREE ZONE		50624342400	CR		ALAJUELA	20101	BUILDING B15 AND 25 COYOL FREE ZONE		VG		981436377			1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:33:00.0	0	1	esta-20240930_htm.xml	1	
0001999001-24-000027	1999001	SIX FLAGS ENTERTAINMENT CORPORATION/NEW	7900	US	NC	CHARLOTTE	28217	8701 RED OAK BLVD.		(419) 626-0830	US	NC	CHARLOTTE	28217	8701 RED OAK BLVD.		US	DE	000000000	COPPERSTEEL HOLDCO, INC.	20231027	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 16:01:00.0	0	1	fun-20240929_htm.xml	1	
0000885590-24-000036	885590	BAUSCH HEALTH COMPANIES INC.	2834	CA	QC	QUEBEC	H7L 4A8	2150 ST. ELZEAR BLVD. WEST	LAVAL	514-744-6792	CA	QC	QUEBEC	H7L 4A8	2150 ST. ELZEAR BLVD. WEST	LAVAL	US	NJ	000000000	VALEANT PHARMACEUTICALS INTERNATIONAL, INC.	20100928	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241031	2024-10-30 19:14:00.0	0	1	bhc-20240930_htm.xml	1	
0001193125-24-255718	763901	POPULAR, INC.	6022	PR		HATO REY	00918	209 MUNOZ RIVERA AVE	POPULAR CENTER BUILDING	7877659800	PR		SAN JUAN	00936-2708	P.O. BOX 362708				660667416	POPULAR INC	19970428	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 14:26:00.0	0	1	d901446d10q_htm.xml	1	
0000950170-24-126519	1993402	ANTARES STRATEGIC CREDIT FUND		US	IL	CHICAGO	60661	C/O ANTARES CAPITAL CREDIT ADVISERS LLC	500 WEST MONROE STREET, SUITE 1700	312-638-4000	US	IL	CHICAGO	60661	C/O ANTARES CAPITAL CREDIT ADVISERS LLC	500 WEST MONROE STREET, SUITE 1700	US	DE	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 17:30:00.0	0	1	ck0001993402-20240930_htm.xml	1	
0000950170-24-124039	803164	CHOICEONE FINANCIAL SERVICES INC	6022	US	MI	SPARTA	49345-0186	109 E DIVISION	P O BOX 186	6168877366	US	MI	SPARTA	49345-0186	109 EAST DIVISION	P O BOX 186	US	MI	382659066	1ST COMMUNITY BANCORP INC	19920703	4-NON	0	1231	10-Q	20240930	2024	Q3	20241108	2024-11-08 16:04:00.0	0	1	cofs-20240930_htm.xml	1	
0001477932-24-007525	1525306	FIRST AMERICA RESOURCES CORP	5065	US	IL	MORRIS	60450	1000 E. ARMSTRONG ST.		815-941-9888	US	IL	MORRIS	60450	1000 E. ARMSTRONG ST.		US	NV	272563052	FIRST AMERICA RESOURCE CORP	20130930	4-NON	0	0630	10-Q	20240930	2025	Q1	20241121	2024-11-21 12:05:00.0	0	1	fstj_10q_htm.xml	1	
0000950170-24-125338	1721484	LONGEVERON INC.	2834	US	FL	MIAMI	33136	1951 NW 7TH AVENUE	SUITE 520	305-302-7158	US	FL	MIAMI	33136	1951 NW 7TH AVENUE	SUITE 520	US	DE	472174146	LONGEVERON LLC	20171101	4-NON	0	1231	10-Q	20240930	2024	Q3	20241112	2024-11-12 16:06:00.0	0	1	lgvn-20240930_htm.xml	1	
0001121484-24-000072	1121484	OIL STATES INTERNATIONAL, INC	3533	US	TX	HOUSTON	77002	THREE ALLEN CENTER	333 CLAY STREET, SUITE 4620	713-652-0582	US	TX	HOUSTON	77002	THREE ALLEN CENTER	333 CLAY STREET, SUITE 4620	US	DE	760476605	OIL STATES INTERNATIONAL INC	20000808	2-ACC	0	1231	10-Q	20240930	2024	Q3	20241030	2024-10-30 16:31:00.0	0	1	ois-20240930_htm.xml	1	
0001437749-24-033577	1439095	MRC GLOBAL INC.	5084	US	TX	HOUSTON	77010	FULBRIGHT TOWER	1301 MCKINNEY STREET, SUITE 2300	877.294.7574	US	TX	HOUSTON	77010	FULBRIGHT TOWER	1301 MCKINNEY STREET, SUITE 2300	US	DE	205956993	MCJUNKIN RED MAN HOLDING CORP	20080702	1-LAF	0	1231	10-Q	20240930	2024	Q3	20241106	2024-11-06 15:06:00.0	0	1	mrc20240930_10q_htm.xml	1	
0001185185-24-001098	312257	INNOVATIVE FOOD HOLDINGS INC	5141	US	FL	BONITA SPRINGS	34135	9696 BONITA BEACH ROAD, STE 208		239-596-0204	US	FL	BONITA SPRINGS	34135	9696 BONITA BEACH ROAD, STE 208		US	FL	201167761	ALPHA SOLARCO INC	19920703	4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 13:02:00.0	0	1	innovfood20240930_10q_htm.xml	1	
0001649744-24-000021	1649744	DULUTH HOLDINGS INC.	5600	US	WI	MOUNT HOREB	53572	201 EAST FRONT STREET		608 424-1544	US	WI	MOUNT HOREB	53572	201 EAST FRONT STREET				391564801			2-ACC	0	0131	10-Q	20241031	2024	Q3	20241206	2024-12-06 13:05:00.0	0	1	dlth-20241027x10q_htm.xml	1	
0001213900-24-097629	1793497	VS TRUST	6221	US	FL	PALM BEACH GARDENS	33408	2000 PGA BOULEVARD	SUITE 4440	866-261-0273	US	FL	PALM BEACH GARDENS	33408	2000 PGA BOULEVARD	SUITE 4440	US	DE	846704517			4-NON	0	1231	10-Q	20240930	2024	Q3	20241113	2024-11-13 17:31:00.0	0	1	ea0219796-10q_vstrust_htm.xml	1	
